tanggal,komoditas_normalisasi,commodity,kategori_kota,harga_rata_rata,harga_terendah,harga_tertinggi
2024-01-01,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-02,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-03,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-04,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-05,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-08,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-09,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-10,Bawang Merah,Shallot,Bandung,35000,35000,35000
2024-01-11,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-12,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-15,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-16,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-17,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-18,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-19,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-22,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-23,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-24,Bawang Merah,Shallot,Bandung,41666.67,35000,45000
2024-01-25,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-01-26,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-01-29,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-01-30,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-01-31,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-01,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-02,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-05,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-06,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-07,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-08,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-09,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-02-12,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-13,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-14,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-15,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-16,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-19,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-20,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-21,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-22,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-23,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-26,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-27,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-28,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-02-29,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-01,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-04,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-05,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-06,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-07,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-08,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-11,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-12,Bawang Merah,Shallot,Bandung,38333.33,35000,40000
2024-03-13,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-03-14,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-03-15,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-03-18,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-03-19,Bawang Merah,Shallot,Bandung,40000,35000,42500
2024-03-20,Bawang Merah,Shallot,Bandung,41666.67,40000,42500
2024-03-21,Bawang Merah,Shallot,Bandung,41666.67,40000,42500
2024-03-22,Bawang Merah,Shallot,Bandung,41666.67,40000,42500
2024-03-25,Bawang Merah,Shallot,Bandung,43000,40000,44500
2024-03-26,Bawang Merah,Shallot,Bandung,43000,40000,44500
2024-03-27,Bawang Merah,Shallot,Bandung,43000,40000,44500
2024-03-28,Bawang Merah,Shallot,Bandung,43000,40000,44500
2024-03-29,Bawang Merah,Shallot,Bandung,43000,40000,44500
2024-04-01,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-02,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-03,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-04,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-05,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-08,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-09,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-10,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-11,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-12,Bawang Merah,Shallot,Bandung,50850,50850,50850
2024-04-15,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-04-16,Bawang Merah,Shallot,Bandung,45000,40000,47500
2024-04-17,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-18,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-19,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-22,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-23,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-24,Bawang Merah,Shallot,Bandung,45000,45000,45000
2024-04-25,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-26,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-29,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-04-30,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-05-01,Bawang Merah,Shallot,Bandung,46666.67,45000,47500
2024-05-02,Bawang Merah,Shallot,Bandung,48333.33,45000,50000
2024-05-03,Bawang Merah,Shallot,Bandung,48333.33,45000,50000
2024-05-06,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-07,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-08,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-09,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-10,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-13,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-14,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-15,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-16,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-17,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-20,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-21,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-22,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-23,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-24,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-27,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-28,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-29,Bawang Merah,Shallot,Bandung,45000,45000,45000
2024-05-30,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-05-31,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-03,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-04,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-05,Bawang Merah,Shallot,Bandung,45000,45000,45000
2024-06-06,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-07,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-10,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-11,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-12,Bawang Merah,Shallot,Bandung,45000,45000,45000
2024-06-13,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-14,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-17,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-18,Bawang Merah,Shallot,Bandung,47666.67,45000,49000
2024-06-19,Bawang Merah,Shallot,Bandung,45000,45000,45000
2024-06-20,Bawang Merah,Shallot,Bandung,40000,40000,40000
2024-06-21,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-06-24,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-06-25,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-06-26,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-06-27,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-06-28,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-07-01,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-07-02,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-07-03,Bawang Merah,Shallot,Bandung,40000,40000,40000
2024-07-04,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-07-05,Bawang Merah,Shallot,Bandung,43333.33,40000,45000
2024-07-08,Bawang Merah,Shallot,Bandung,54950,54950,54950
2024-01-01,Bawang Merah,Shallot,Jabodetabek,41840.43,38000,45000
2024-01-02,Bawang Merah,Shallot,Jabodetabek,42562.5,40000,45000
2024-01-03,Bawang Merah,Shallot,Jabodetabek,42552.63,40000,45000
2024-01-04,Bawang Merah,Shallot,Jabodetabek,42324.07,40000,45000
2024-01-05,Bawang Merah,Shallot,Jabodetabek,42463.64,40000,45000
2024-01-06,Bawang Merah,Shallot,Jabodetabek,42227.27,40000,45000
2024-01-07,Bawang Merah,Shallot,Jabodetabek,41454.55,38000,45000
2024-01-08,Bawang Merah,Shallot,Jabodetabek,45369.23,40000,51200
2024-01-09,Bawang Merah,Shallot,Jabodetabek,42324.56,40000,45000
2024-01-10,Bawang Merah,Shallot,Jabodetabek,41424.53,38000,45000
2024-01-11,Bawang Merah,Shallot,Jabodetabek,40482.76,35000,45000
2024-01-12,Bawang Merah,Shallot,Jabodetabek,39927.27,35000,45000
2024-01-13,Bawang Merah,Shallot,Jabodetabek,38088.89,35000,40000
2024-01-14,Bawang Merah,Shallot,Jabodetabek,38162.79,35000,40000
2024-01-15,Bawang Merah,Shallot,Jabodetabek,38284.48,35000,41000
2024-01-16,Bawang Merah,Shallot,Jabodetabek,39886.79,35000,45000
2024-01-17,Bawang Merah,Shallot,Jabodetabek,38446.43,35000,41000
2024-01-18,Bawang Merah,Shallot,Jabodetabek,38710.53,35000,42500
2024-01-19,Bawang Merah,Shallot,Jabodetabek,39236.84,35000,45000
2024-01-20,Bawang Merah,Shallot,Jabodetabek,37450,35000,40000
2024-01-21,Bawang Merah,Shallot,Jabodetabek,37404.76,35000,40000
2024-01-22,Bawang Merah,Shallot,Jabodetabek,38445.45,35000,42500
2024-01-23,Bawang Merah,Shallot,Jabodetabek,38086.21,35000,41000
2024-01-24,Bawang Merah,Shallot,Jabodetabek,38155.17,35000,41000
2024-01-25,Bawang Merah,Shallot,Jabodetabek,38342.11,35000,42500
2024-01-26,Bawang Merah,Shallot,Jabodetabek,37661.02,35000,40000
2024-01-27,Bawang Merah,Shallot,Jabodetabek,37209.3,35000,40000
2024-01-28,Bawang Merah,Shallot,Jabodetabek,37250,35000,40000
2024-01-29,Bawang Merah,Shallot,Jabodetabek,38250,35000,41000
2024-01-30,Bawang Merah,Shallot,Jabodetabek,38377.19,35000,42500
2024-01-31,Bawang Merah,Shallot,Jabodetabek,38454.55,35000,42500
2024-02-01,Bawang Merah,Shallot,Jabodetabek,38421.05,35000,42500
2024-02-02,Bawang Merah,Shallot,Jabodetabek,38508.77,35000,42500
2024-02-03,Bawang Merah,Shallot,Jabodetabek,36409.09,32000,40000
2024-02-04,Bawang Merah,Shallot,Jabodetabek,37333.33,35000,40000
2024-02-05,Bawang Merah,Shallot,Jabodetabek,38118.18,35000,41000
2024-02-06,Bawang Merah,Shallot,Jabodetabek,38660.71,35000,42500
2024-02-07,Bawang Merah,Shallot,Jabodetabek,38096.49,35000,41000
2024-02-08,Bawang Merah,Shallot,Jabodetabek,46061.54,41000,51200
2024-02-09,Bawang Merah,Shallot,Jabodetabek,37915.09,35000,40000
2024-02-10,Bawang Merah,Shallot,Jabodetabek,37641.03,35000,40000
2024-02-11,Bawang Merah,Shallot,Jabodetabek,37256.41,35000,40000
2024-02-12,Bawang Merah,Shallot,Jabodetabek,38075.47,35000,40000
2024-02-13,Bawang Merah,Shallot,Jabodetabek,38054.55,35000,40000
2024-02-14,Bawang Merah,Shallot,Jabodetabek,38148.94,35000,40000
2024-02-15,Bawang Merah,Shallot,Jabodetabek,37981.48,35000,40000
2024-02-16,Bawang Merah,Shallot,Jabodetabek,38160.71,35000,40000
2024-02-17,Bawang Merah,Shallot,Jabodetabek,37439.02,35000,40000
2024-02-18,Bawang Merah,Shallot,Jabodetabek,37439.02,35000,40000
2024-02-19,Bawang Merah,Shallot,Jabodetabek,38754.55,35000,42500
2024-02-20,Bawang Merah,Shallot,Jabodetabek,39587.72,35000,45000
2024-02-21,Bawang Merah,Shallot,Jabodetabek,39535.09,35000,45000
2024-02-22,Bawang Merah,Shallot,Jabodetabek,39900,35000,45000
2024-02-23,Bawang Merah,Shallot,Jabodetabek,39627.27,35000,45000
2024-02-24,Bawang Merah,Shallot,Jabodetabek,38069.77,35000,40000
2024-02-25,Bawang Merah,Shallot,Jabodetabek,38348.84,35000,40000
2024-02-26,Bawang Merah,Shallot,Jabodetabek,39937.5,35000,45000
2024-02-27,Bawang Merah,Shallot,Jabodetabek,39517.24,36000,42500
2024-02-28,Bawang Merah,Shallot,Jabodetabek,40061.4,36000,45000
2024-02-29,Bawang Merah,Shallot,Jabodetabek,40131.58,36000,45000
2024-03-01,Bawang Merah,Shallot,Jabodetabek,39848.21,35000,45000
2024-03-02,Bawang Merah,Shallot,Jabodetabek,37595.24,35000,40000
2024-03-03,Bawang Merah,Shallot,Jabodetabek,37714.29,35000,40000
2024-03-04,Bawang Merah,Shallot,Jabodetabek,39964.29,35000,45000
2024-03-05,Bawang Merah,Shallot,Jabodetabek,38972.22,35000,42500
2024-03-06,Bawang Merah,Shallot,Jabodetabek,38309.09,35000,40000
2024-03-07,Bawang Merah,Shallot,Jabodetabek,38129.63,35000,40000
2024-03-08,Bawang Merah,Shallot,Jabodetabek,45138.46,38000,51200
2024-03-09,Bawang Merah,Shallot,Jabodetabek,37926.83,35000,40000
2024-03-10,Bawang Merah,Shallot,Jabodetabek,37815.79,35000,40000
2024-03-11,Bawang Merah,Shallot,Jabodetabek,38377.36,35000,40000
2024-03-12,Bawang Merah,Shallot,Jabodetabek,38283.02,35000,40000
2024-03-13,Bawang Merah,Shallot,Jabodetabek,39127.27,35000,42500
2024-03-14,Bawang Merah,Shallot,Jabodetabek,40000,35000,45000
2024-03-15,Bawang Merah,Shallot,Jabodetabek,40157.89,36000,45000
2024-03-16,Bawang Merah,Shallot,Jabodetabek,38225,35000,40000
2024-03-17,Bawang Merah,Shallot,Jabodetabek,38261.9,35000,40000
2024-03-18,Bawang Merah,Shallot,Jabodetabek,40947.37,38000,45000
2024-03-19,Bawang Merah,Shallot,Jabodetabek,39722.22,36500,42500
2024-03-20,Bawang Merah,Shallot,Jabodetabek,40981.13,38000,45000
2024-03-21,Bawang Merah,Shallot,Jabodetabek,40303.57,36000,45000
2024-03-22,Bawang Merah,Shallot,Jabodetabek,40910.71,38000,45000
2024-03-23,Bawang Merah,Shallot,Jabodetabek,38268.29,35000,40000
2024-03-24,Bawang Merah,Shallot,Jabodetabek,38317.07,35000,40000
2024-03-25,Bawang Merah,Shallot,Jabodetabek,41464.29,38000,45000
2024-03-26,Bawang Merah,Shallot,Jabodetabek,41148.15,38000,45000
2024-03-27,Bawang Merah,Shallot,Jabodetabek,41370.37,38000,45000
2024-03-28,Bawang Merah,Shallot,Jabodetabek,41230.77,36000,45000
2024-03-29,Bawang Merah,Shallot,Jabodetabek,42000,39000,45000
2024-03-30,Bawang Merah,Shallot,Jabodetabek,41051.28,36000,45000
2024-03-31,Bawang Merah,Shallot,Jabodetabek,42625,40000,45000
2024-04-01,Bawang Merah,Shallot,Jabodetabek,44394.23,40000,49000
2024-04-02,Bawang Merah,Shallot,Jabodetabek,45462.96,40000,50000
2024-04-03,Bawang Merah,Shallot,Jabodetabek,45720.93,40000,50000
2024-04-04,Bawang Merah,Shallot,Jabodetabek,45490.2,40000,50000
2024-04-05,Bawang Merah,Shallot,Jabodetabek,45641.51,40000,50000
2024-04-06,Bawang Merah,Shallot,Jabodetabek,45175,40000,50000
2024-04-07,Bawang Merah,Shallot,Jabodetabek,45175,40000,50000
2024-04-08,Bawang Merah,Shallot,Jabodetabek,49061.54,44500,53200
2024-04-09,Bawang Merah,Shallot,Jabodetabek,49061.54,44500,53200
2024-04-10,Bawang Merah,Shallot,Jabodetabek,49061.54,44500,53200
2024-04-11,Bawang Merah,Shallot,Jabodetabek,49061.54,44500,53200
2024-04-12,Bawang Merah,Shallot,Jabodetabek,46875,44000,50000
2024-04-13,Bawang Merah,Shallot,Jabodetabek,45425,40000,50000
2024-04-14,Bawang Merah,Shallot,Jabodetabek,45414.63,40000,50000
2024-04-15,Bawang Merah,Shallot,Jabodetabek,46907.41,44000,50000
2024-04-16,Bawang Merah,Shallot,Jabodetabek,47698.11,44000,52500
2024-04-17,Bawang Merah,Shallot,Jabodetabek,47948.28,45000,52500
2024-04-18,Bawang Merah,Shallot,Jabodetabek,60144.55,45500,75000
2024-04-19,Bawang Merah,Shallot,Jabodetabek,56535.45,45000,70000
2024-04-20,Bawang Merah,Shallot,Jabodetabek,57658.54,45000,70000
2024-04-21,Bawang Merah,Shallot,Jabodetabek,57000,45000,70000
2024-04-22,Bawang Merah,Shallot,Jabodetabek,50892.31,45500,55000
2024-04-23,Bawang Merah,Shallot,Jabodetabek,63160.26,53200,70000
2024-04-24,Bawang Merah,Shallot,Jabodetabek,64605.41,52500,75000
2024-04-25,Bawang Merah,Shallot,Jabodetabek,66106.1,55000,75000
2024-04-26,Bawang Merah,Shallot,Jabodetabek,65233.75,53900,75000
2024-04-27,Bawang Merah,Shallot,Jabodetabek,68541.67,60000,75000
2024-04-28,Bawang Merah,Shallot,Jabodetabek,69629.63,65000,75000
2024-04-29,Bawang Merah,Shallot,Jabodetabek,63142.68,55000,70000
2024-04-30,Bawang Merah,Shallot,Jabodetabek,63386.59,55000,70000
2024-05-01,Bawang Merah,Shallot,Jabodetabek,62732.89,55000,70000
2024-05-02,Bawang Merah,Shallot,Jabodetabek,62377.38,55000,70000
2024-05-03,Bawang Merah,Shallot,Jabodetabek,61898.81,53900,70000
2024-05-04,Bawang Merah,Shallot,Jabodetabek,65153.85,57000,70000
2024-05-05,Bawang Merah,Shallot,Jabodetabek,64763.6,57000,70000
2024-05-06,Bawang Merah,Shallot,Jabodetabek,58312.79,50000,65000
2024-05-07,Bawang Merah,Shallot,Jabodetabek,58183.7,50000,65000
2024-05-08,Bawang Merah,Shallot,Jabodetabek,51884.62,45000,57500
2024-05-09,Bawang Merah,Shallot,Jabodetabek,56772.62,50000,62500
2024-05-10,Bawang Merah,Shallot,Jabodetabek,55684.88,50000,60000
2024-05-11,Bawang Merah,Shallot,Jabodetabek,58500,50000,65000
2024-05-12,Bawang Merah,Shallot,Jabodetabek,57586.21,55000,60000
2024-05-13,Bawang Merah,Shallot,Jabodetabek,55585.87,50000,60000
2024-05-14,Bawang Merah,Shallot,Jabodetabek,55462.22,50000,60000
2024-05-15,Bawang Merah,Shallot,Jabodetabek,55551.11,50000,60000
2024-05-16,Bawang Merah,Shallot,Jabodetabek,55766.67,50000,60000
2024-05-17,Bawang Merah,Shallot,Jabodetabek,55597.73,50000,60000
2024-05-18,Bawang Merah,Shallot,Jabodetabek,56406.25,50000,60000
2024-05-19,Bawang Merah,Shallot,Jabodetabek,56964.29,50000,60000
2024-05-20,Bawang Merah,Shallot,Jabodetabek,55940,50000,60000
2024-05-21,Bawang Merah,Shallot,Jabodetabek,56206.67,50000,60000
2024-05-22,Bawang Merah,Shallot,Jabodetabek,55913.95,50000,60000
2024-05-23,Bawang Merah,Shallot,Jabodetabek,55941.3,50000,60000
2024-05-24,Bawang Merah,Shallot,Jabodetabek,56097.73,50000,60000
2024-05-25,Bawang Merah,Shallot,Jabodetabek,58100,55000,60000
2024-05-26,Bawang Merah,Shallot,Jabodetabek,58161.29,55000,60000
2024-05-27,Bawang Merah,Shallot,Jabodetabek,55184.44,50000,60000
2024-05-28,Bawang Merah,Shallot,Jabodetabek,54369.32,50000,59950
2024-05-29,Bawang Merah,Shallot,Jabodetabek,53705.13,50000,57500
2024-05-30,Bawang Merah,Shallot,Jabodetabek,53839.36,50000,57500
2024-05-31,Bawang Merah,Shallot,Jabodetabek,52859.3,50000,55000
2024-06-01,Bawang Merah,Shallot,Jabodetabek,52258.06,50000,55000
2024-06-02,Bawang Merah,Shallot,Jabodetabek,54125,50000,60000
2024-06-03,Bawang Merah,Shallot,Jabodetabek,52248.91,50000,55000
2024-06-04,Bawang Merah,Shallot,Jabodetabek,51704.9,48000,55000
2024-06-05,Bawang Merah,Shallot,Jabodetabek,49532.61,45000,55000
2024-06-06,Bawang Merah,Shallot,Jabodetabek,48996.94,45000,53200
2024-06-07,Bawang Merah,Shallot,Jabodetabek,49148.91,45000,53200
2024-06-09,Bawang Merah,Shallot,Jabodetabek,47848.48,45000,50000
2024-06-10,Bawang Merah,Shallot,Jabodetabek,48975,45000,52750
2024-06-11,Bawang Merah,Shallot,Jabodetabek,48914.29,45000,52750
2024-06-12,Bawang Merah,Shallot,Jabodetabek,47512.5,45000,50000
2024-06-13,Bawang Merah,Shallot,Jabodetabek,49086.25,44000,55000
2024-06-14,Bawang Merah,Shallot,Jabodetabek,49169.74,44000,55000
2024-06-15,Bawang Merah,Shallot,Jabodetabek,47130.43,44000,50000
2024-06-16,Bawang Merah,Shallot,Jabodetabek,47800,45000,50000
2024-06-17,Bawang Merah,Shallot,Jabodetabek,49559.09,45000,55000
2024-06-18,Bawang Merah,Shallot,Jabodetabek,48435.71,44000,53200
2024-06-19,Bawang Merah,Shallot,Jabodetabek,47388.89,43000,50000
2024-06-20,Bawang Merah,Shallot,Jabodetabek,46985.71,42500,50000
2024-06-21,Bawang Merah,Shallot,Jabodetabek,47125,43000,50000
2024-06-22,Bawang Merah,Shallot,Jabodetabek,47185.19,44000,50000
2024-06-23,Bawang Merah,Shallot,Jabodetabek,46291.67,40000,50000
2024-06-24,Bawang Merah,Shallot,Jabodetabek,45737.5,40000,50000
2024-06-25,Bawang Merah,Shallot,Jabodetabek,45475.61,40000,50000
2024-06-26,Bawang Merah,Shallot,Jabodetabek,45465.91,40000,50000
2024-06-27,Bawang Merah,Shallot,Jabodetabek,44914.63,40000,50000
2024-06-28,Bawang Merah,Shallot,Jabodetabek,44914.63,40000,50000
2024-06-29,Bawang Merah,Shallot,Jabodetabek,42360,40000,45000
2024-06-30,Bawang Merah,Shallot,Jabodetabek,42740.74,40000,45000
2024-07-01,Bawang Merah,Shallot,Jabodetabek,45348.84,40000,50000
2024-07-02,Bawang Merah,Shallot,Jabodetabek,44302.33,40000,50000
2024-07-03,Bawang Merah,Shallot,Jabodetabek,43026.32,40000,47500
2024-07-04,Bawang Merah,Shallot,Jabodetabek,43562.5,39000,50000
2024-07-05,Bawang Merah,Shallot,Jabodetabek,43619.05,39000,50000
2024-07-06,Bawang Merah,Shallot,Jabodetabek,40296.3,35000,45000
2024-07-07,Bawang Merah,Shallot,Jabodetabek,41300,37000,45000
2024-07-08,Bawang Merah,Shallot,Jabodetabek,55800,53200,57100
2024-01-01,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-01-02,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,80000,100000
2024-01-03,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,80000,100000
2024-01-04,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,80000,100000
2024-01-05,Cabai Merah Keriting,Curly Chilies,Bandung,95000,85000,100000
2024-01-08,Cabai Merah Keriting,Curly Chilies,Bandung,85000,85000,85000
2024-01-09,Cabai Merah Keriting,Curly Chilies,Bandung,81666.67,75000,85000
2024-01-10,Cabai Merah Keriting,Curly Chilies,Bandung,75000,75000,75000
2024-01-11,Cabai Merah Keriting,Curly Chilies,Bandung,81666.67,75000,85000
2024-01-12,Cabai Merah Keriting,Curly Chilies,Bandung,80000,70000,85000
2024-01-15,Cabai Merah Keriting,Curly Chilies,Bandung,83333.33,70000,90000
2024-01-16,Cabai Merah Keriting,Curly Chilies,Bandung,83333.33,70000,90000
2024-01-17,Cabai Merah Keriting,Curly Chilies,Bandung,83333.33,70000,90000
2024-01-18,Cabai Merah Keriting,Curly Chilies,Bandung,83333.33,70000,90000
2024-01-19,Cabai Merah Keriting,Curly Chilies,Bandung,80000,70000,85000
2024-01-22,Cabai Merah Keriting,Curly Chilies,Bandung,80000,70000,85000
2024-01-23,Cabai Merah Keriting,Curly Chilies,Bandung,81666.67,75000,85000
2024-01-24,Cabai Merah Keriting,Curly Chilies,Bandung,81666.67,75000,85000
2024-01-25,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-01-26,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-01-29,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-01-30,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-01-31,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-02-01,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-02-02,Cabai Merah Keriting,Curly Chilies,Bandung,78333.33,75000,80000
2024-02-05,Cabai Merah Keriting,Curly Chilies,Bandung,80000,80000,80000
2024-02-06,Cabai Merah Keriting,Curly Chilies,Bandung,85000,85000,85000
2024-02-07,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-08,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-09,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-12,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-13,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-14,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-15,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-16,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-19,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-20,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-21,Cabai Merah Keriting,Curly Chilies,Bandung,91666.67,85000,95000
2024-02-22,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,90000,95000
2024-02-23,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,90000,95000
2024-02-26,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,90000,95000
2024-02-27,Cabai Merah Keriting,Curly Chilies,Bandung,93333.33,90000,95000
